meter_id,id,reading_date,units,voltage,temperature,power_factor,load_kw,frequency_hz,phase,status
MTR0000455,1338,2024-11-24 22:23:06.458704,6.637,214.56,20.78,0.922,4.036,50.014,Three,OK
MTR0000455,2378,2025-08-05 04:29:04.062453,33.532,248.34,26.34,0.795,5.886,50.413,Three,OK
MTR0000456,782,2024-12-04 00:21:23.175419,11.768,223.54,31.34,0.901,4.666,49.641,Single,OK
MTR0000456,830,2025-05-28 06:37:14.869283,37.108,230.87,24.27,0.778,9.044,50.253,Single,OK
MTR0000456,2624,2024-12-03 16:37:31.578318,3.391,240.91,24.96,0.839,8.954,50.036,Single,OK
MTR0000457,1119,2024-12-16 14:12:26.462492,45.579,227.35,36.32,0.947,6.873,50.181,Single,CHECK
MTR0000458,585,2025-03-07 17:40:04.339051,30.299,212.99,38.62,0.812,2.66,49.845,Single,OK
MTR0000458,1677,2025-05-07 03:34:33.036042,3.991,225.81,28.61,0.887,7.755,50.042,Three,OK
MTR0000458,2200,2025-06-19 02:41:27.581229,28.528,242.41,26.12,0.798,2.693,49.809,Three,OK
MTR0000458,2399,2025-07-24 15:48:09.537081,5.061,211.09,28.71,0.973,6.153,50.099,Three,OK
MTR0000459,1134,2025-10-03 08:29:12.344800,4.456,231.17,30.36,0.95,8.104,49.983,Three,OK
MTR0000459,2734,2025-10-21 03:00:35.962732,4.545,214.76,31.73,0.78,1.702,49.535,Single,CHECK
MTR0000460,1035,2025-08-31 11:59:23.104793,20.733,218.46,26.97,0.807,5.063,49.956,Single,OK
MTR0000460,2617,2025-01-25 10:02:45.172599,29.744,246.59,26.31,0.812,0.215,49.705,Single,OK
MTR0000461,1024,2025-07-14 01:00:35.316272,7.569,224.24,39.09,0.988,9.054,49.964,Three,OK
MTR0000461,1840,2025-01-22 23:38:40.151521,18.406,223.42,30.22,0.886,8.141,50.221,Three,CHECK
MTR0000461,2441,2025-02-23 03:09:24.647818,30.722,243.75,30.18,0.854,3.37,49.984,Three,OK
MTR0000463,920,2025-10-09 02:58:56.971183,33.648,224.2,36.78,0.96,4.999,50.235,Single,OK
MTR0000463,984,2025-09-26 03:38:43.111994,22.11,224.75,37.26,0.899,2.43,50.36,Three,OK
MTR0000464,350,2025-06-22 01:47:15.133341,25.73,211.14,33.76,0.935,0.952,49.822,Single,OK
MTR0000464,574,2024-12-22 21:34:24.844985,24.455,245.82,33.9,0.964,9.507,50.463,Three,OK
MTR0000464,1408,2025-09-02 23:13:44.394839,35.131,242.24,36.64,0.855,9.528,49.975,Single,OK
MTR0000465,365,2025-04-20 11:02:44.092216,34.431,218.75,32.92,0.885,9.689,49.587,Single,OK
MTR0000465,2566,2025-05-24 19:12:36.998649,46.509,210.97,30.52,0.956,7.303,50.0,Three,OK
MTR0000466,21,2025-08-06 22:39:49.667269,12.064,222.07,25.33,1.0,7.092,50.462,Single,OK
MTR0000466,1335,2025-01-26 22:56:32.421568,24.949,242.35,21.78,0.898,3.085,49.846,Three,OK
MTR0000466,1560,2025-02-12 13:08:52.318573,27.703,246.29,31.53,0.818,9.265,50.022,Single,OK
MTR0000466,1695,2025-09-17 05:23:53.993913,27.887,232.03,35.31,0.869,3.447,49.613,Three,OK
MTR0000467,701,2025-06-12 12:10:29.518170,21.241,220.86,30.82,0.876,9.575,50.229,Single,OK
MTR0000467,797,2025-06-02 09:43:26.233575,27.562,232.35,36.27,0.842,9.981,50.175,Single,OK
MTR0000467,1850,2025-02-19 21:15:55.657630,10.381,213.02,34.96,0.895,3.088,49.606,Single,OK
MTR0000468,1591,2025-09-27 12:10:59.551372,28.601,210.54,22.12,0.957,3.017,49.941,Three,OK
MTR0000469,1158,2025-02-17 03:03:55.997538,45.065,231.37,39.63,0.753,5.093,50.384,Three,OK
MTR0000469,1222,2025-04-13 16:08:05.562969,17.634,218.51,37.85,0.813,0.971,49.748,Three,OK
MTR0000469,1479,2024-12-07 15:59:20.002017,21.551,214.84,35.38,0.936,6.234,50.116,Single,CHECK
MTR0000469,1489,2025-09-06 16:39:05.749973,25.751,216.01,27.72,0.766,3.86,50.025,Single,OK
MTR0000469,1837,2025-01-09 03:04:29.342572,30.107,214.8,20.82,0.822,3.44,50.259,Single,OK
MTR0000469,2702,2025-04-05 00:08:17.814202,38.466,232.26,24.51,0.961,3.748,50.092,Three,OK
MTR0000470,86,2025-01-21 01:57:18.421529,37.03,230.4,25.28,0.773,6.458,50.386,Three,CHECK
MTR0000470,323,2025-10-14 09:25:11.716504,18.407,217.96,26.14,0.832,9.888,50.133,Three,OK
MTR0000470,1213,2025-10-18 16:00:06.557295,40.716,241.74,30.57,0.909,1.129,49.826,Three,OK
MTR0000470,2452,2025-09-09 18:35:34.767776,1.388,246.83,28.98,0.91,0.088,50.19,Three,OK
MTR0000470,2721,2024-12-23 08:13:42.787349,34.128,225.87,38.32,0.836,0.471,49.926,Three,OK
MTR0000471,1198,2025-09-24 04:25:13.124745,28.167,222.51,39.85,0.803,6.519,50.373,Single,OK
MTR0000471,2938,2025-04-17 14:47:53.600896,29.042,226.04,25.51,0.801,4.615,49.868,Three,CHECK
MTR0000472,748,2025-09-05 06:25:47.231707,49.879,221.54,27.1,0.903,9.074,50.289,Single,OK
MTR0000473,426,2024-12-17 02:58:27.185625,7.514,240.97,21.88,0.979,4.283,50.35,Single,OK
MTR0000473,573,2024-11-24 11:35:48.481571,8.436,236.57,33.3,0.81,7.623,49.905,Three,OK
MTR0000473,730,2025-06-26 16:14:40.996475,3.75,247.28,24.25,0.806,8.471,50.389,Three,OK
MTR0000473,2293,2025-04-21 18:37:02.945917,2.047,222.87,39.86,0.877,9.873,50.388,Three,OK
MTR0000474,483,2025-08-31 03:30:41.223795,45.511,243.45,38.52,0.758,4.459,50.485,Three,OK
MTR0000474,2850,2024-12-19 17:50:10.445759,2.236,224.03,22.07,0.754,3.74,50.159,Three,OK
MTR0000475,978,2025-02-07 19:30:16.108249,4.29,240.47,29.94,0.992,8.941,49.802,Single,OK
MTR0000475,2079,2025-04-09 13:06:22.446190,46.476,212.32,24.31,0.914,2.722,49.589,Three,OK
MTR0000475,2902,2025-01-09 18:46:55.099189,46.453,246.61,38.86,0.785,9.308,49.663,Three,CHECK
MTR0000476,1833,2024-11-27 16:42:33.406376,21.912,243.88,20.71,0.998,4.63,49.603,Single,OK
MTR0000477,384,2025-09-02 11:35:52.210654,31.602,226.49,29.34,0.939,3.238,50.252,Single,OK
MTR0000479,2999,2025-03-16 03:08:31.276291,46.663,233.0,31.63,0.959,0.502,50.206,Three,OK
MTR0000480,44,2025-06-04 13:19:01.335979,38.964,239.99,33.35,0.986,8.183,50.392,Three,OK
MTR0000480,419,2025-09-20 04:44:24.470892,19.199,212.9,23.09,0.914,2.668,50.414,Three,OK
MTR0000480,805,2025-04-25 17:12:22.937711,12.571,235.56,28.11,0.77,4.531,50.149,Single,OK
MTR0000480,1678,2025-07-25 19:09:32.288045,22.19,238.42,35.72,0.754,3.333,49.996,Single,OK
MTR0000480,1912,2025-03-06 23:29:47.497211,8.094,242.44,25.43,0.833,7.143,50.076,Single,OK
MTR0000481,1127,2025-09-07 04:03:39.650029,0.488,218.09,33.96,0.951,7.914,50.424,Single,OK
MTR0000481,1216,2025-09-23 11:50:14.772960,49.867,241.17,25.05,0.837,8.304,49.813,Three,OK
MTR0000481,1291,2025-09-30 05:20:19.829571,17.882,227.39,36.78,0.781,1.635,49.682,Three,OK
MTR0000481,2588,2025-04-07 18:09:51.245217,31.649,240.11,36.94,0.769,8.215,49.701,Single,OK
MTR0000482,659,2025-06-18 05:51:46.043760,44.874,237.93,33.47,0.889,7.968,49.876,Single,OK
MTR0000483,822,2025-08-20 13:33:05.474742,8.988,246.85,25.94,0.916,8.731,49.911,Single,OK
MTR0000483,1322,2025-10-17 01:08:43.855818,6.399,221.58,32.05,0.866,5.594,49.647,Three,OK
MTR0000483,1681,2024-11-30 07:06:03.229476,10.235,234.4,35.35,0.76,5.721,49.966,Single,OK
MTR0000483,1775,2025-04-09 16:51:13.758420,25.116,235.94,32.27,0.899,4.725,50.477,Three,OK
MTR0000485,977,2025-09-24 00:47:34.535029,19.315,218.33,35.63,0.952,3.571,49.902,Three,OK
MTR0000485,1210,2025-10-09 06:06:11.895425,30.241,224.82,31.96,0.891,0.545,50.323,Single,OK
MTR0000485,1363,2024-12-20 18:38:08.737435,32.958,245.18,24.28,0.753,9.819,49.536,Three,OK
MTR0000485,2678,2025-01-26 18:14:33.792344,30.045,233.26,31.69,0.878,7.247,49.933,Three,OK
MTR0000485,2854,2025-04-19 17:14:41.973469,21.623,234.23,21.01,0.877,9.432,49.729,Single,OK
MTR0000486,1864,2024-12-10 15:30:00.604078,44.839,224.36,23.19,0.775,8.117,50.048,Single,CHECK
MTR0000486,1889,2025-02-28 11:23:17.446893,41.425,228.01,36.26,0.987,4.338,50.104,Three,OK
MTR0000487,2266,2025-08-28 15:40:40.406265,7.293,212.77,27.32,0.988,2.206,49.74,Three,OK
MTR0000488,316,2025-07-17 18:11:23.815736,20.942,231.23,23.24,0.853,8.872,49.563,Three,OK
MTR0000488,2584,2025-04-07 02:48:18.827322,0.039,227.39,37.07,0.889,8.764,49.976,Single,OK
MTR0000489,1853,2025-08-06 05:28:54.217913,33.756,239.6,30.53,0.837,7.915,49.54,Single,CHECK
MTR0000489,2464,2025-10-07 03:09:51.200394,11.332,210.99,33.07,0.971,7.923,49.517,Three,OK
MTR0000489,2773,2025-01-15 22:44:03.736074,23.089,225.24,31.7,0.938,5.688,49.573,Single,OK
MTR0000489,2998,2025-06-20 07:14:23.386431,38.433,231.01,35.03,0.863,1.466,49.514,Single,OK
MTR0000490,91,2025-10-26 05:34:38.218178,45.792,226.59,30.06,0.97,2.583,49.602,Single,OK
MTR0000490,560,2025-10-09 09:46:42.068850,30.928,210.57,23.62,0.968,8.29,50.222,Three,OK
MTR0000490,731,2025-09-27 17:20:23.776983,11.542,224.6,35.72,0.839,8.339,50.303,Three,OK
MTR0000490,787,2025-10-16 23:49:14.931040,19.583,233.91,26.0,0.895,8.371,50.348,Single,CHECK
MTR0000490,1356,2024-12-12 12:49:41.689072,47.023,227.45,32.89,0.908,2.079,50.371,Three,OK
MTR0000490,2447,2025-11-16 22:26:25.912710,40.613,210.26,27.26,0.755,2.671,49.885,Single,OK
MTR0000491,264,2025-11-09 04:19:26.386563,16.291,222.19,37.19,0.87,0.137,49.537,Single,OK
MTR0000491,582,2025-06-25 13:26:18.194101,43.97,221.01,34.46,0.979,7.098,50.093,Three,OK
MTR0000491,1085,2024-12-29 00:27:59.048597,43.899,246.04,32.2,0.843,1.696,50.459,Three,OK
MTR0000491,1299,2025-08-08 09:51:08.152457,9.799,236.27,20.05,0.931,4.005,49.944,Single,OK
MTR0000491,1516,2025-07-09 14:03:39.966518,46.328,242.24,38.57,0.808,2.052,50.127,Single,OK
MTR0000491,1903,2025-06-26 14:56:12.052903,1.572,229.6,26.69,0.965,1.234,50.065,Single,OK
MTR0000491,2730,2025-01-02 03:17:18.430435,47.905,214.46,38.01,0.988,5.623,49.862,Single,OK
MTR0000492,1540,2025-03-09 01:01:41.226685,43.758,212.57,33.71,0.802,4.332,49.724,Three,OK
MTR0000492,1908,2024-12-07 17:10:04.698042,21.917,243.72,33.38,0.901,0.968,49.817,Single,OK
MTR0000493,2418,2025-02-10 13:02:19.554090,25.061,215.32,39.5,0.811,7.52,50.218,Single,OK
MTR0000494,1219,2025-08-07 01:11:23.180611,2.006,236.08,25.98,0.891,3.217,50.039,Three,OK
MTR0000494,2469,2025-04-20 17:03:01.911061,27.028,228.68,32.5,0.947,5.217,50.487,Single,OK
MTR0000495,387,2025-07-04 07:44:50.627121,6.759,221.75,27.19,0.966,0.17,49.692,Single,OK
MTR0000495,2770,2024-12-03 12:00:47.498426,8.451,238.81,20.67,0.824,9.941,49.704,Three,OK
MTR0000496,19,2025-08-13 13:04:24.534452,46.235,228.43,28.07,0.878,4.151,50.446,Single,OK
MTR0000496,2435,2024-12-02 22:46:43.631490,34.54,227.22,32.82,0.866,8.723,50.208,Single,OK
MTR0000497,62,2025-07-13 21:55:11.173676,18.225,247.96,38.28,0.922,3.882,50.119,Single,OK
MTR0000497,579,2025-07-26 14:49:08.408132,25.072,214.72,32.66,0.908,3.986,50.366,Single,OK
MTR0000497,1191,2025-03-04 03:34:20.957436,11.545,242.89,27.37,0.877,1.002,49.759,Single,OK
MTR0000497,1725,2025-05-04 22:06:10.500078,22.404,210.16,25.66,0.9,8.146,49.817,Single,OK
MTR0000497,2401,2025-10-30 06:17:14.722864,28.988,234.16,27.77,0.779,4.491,50.446,Three,OK
MTR0000498,1564,2025-10-24 08:02:23.214059,0.062,232.41,29.85,0.852,6.448,49.906,Three,OK
MTR0000498,2676,2025-06-23 10:52:18.589982,22.114,215.92,32.59,0.991,6.733,50.066,Three,OK
MTR0000499,163,2025-06-26 11:22:45.655327,0.924,224.89,22.6,0.938,6.378,50.16,Three,OK
MTR0000499,963,2025-02-22 13:33:41.418428,21.906,220.11,39.52,0.855,1.705,49.637,Single,OK
MTR0000499,2257,2025-07-31 01:08:41.801385,20.937,248.71,33.0,0.898,1.372,50.038,Three,OK
MTR0000499,2679,2025-11-06 03:03:37.571774,45.478,242.7,38.22,0.838,5.552,50.394,Three,OK
MTR0000501,956,2025-11-09 14:59:51.282306,14.69,233.36,37.14,0.899,3.68,49.867,Single,OK
MTR0000501,2332,2025-10-02 23:37:21.830291,39.578,245.93,26.27,0.906,7.435,49.738,Single,OK
MTR0000501,2794,2025-11-14 09:16:16.451670,46.972,218.2,34.88,0.9,4.624,50.409,Three,OK
MTR0000502,237,2025-04-22 07:48:29.377127,27.643,225.01,22.35,0.825,2.02,49.578,Three,OK
MTR0000502,763,2025-09-01 05:05:26.515107,1.88,210.29,39.67,0.832,1.943,49.802,Three,OK
MTR0000502,769,2025-08-28 02:31:56.478366,35.331,213.63,31.37,0.967,7.675,49.755,Three,OK
MTR0000503,566,2025-04-11 21:53:50.198747,40.508,236.33,24.47,0.964,7.778,50.275,Three,CHECK
MTR0000503,2019,2025-10-12 15:31:06.733446,48.455,249.07,37.2,0.943,5.058,50.246,Three,OK
MTR0000503,2462,2025-02-11 17:12:57.498242,31.968,218.21,38.91,0.81,1.714,49.546,Three,OK
MTR0000503,2803,2025-05-08 04:53:45.282825,24.43,227.34,33.27,0.982,1.297,50.179,Three,OK
MTR0000503,2996,2025-06-24 04:13:12.344502,16.325,230.96,21.67,0.905,6.996,50.302,Single,OK
MTR0000504,1647,2025-04-28 08:44:22.273046,11.294,235.92,35.27,0.821,6.012,50.379,Single,OK
MTR0000504,2377,2025-03-13 02:00:51.108512,36.519,220.36,21.43,0.799,0.285,49.636,Three,OK
MTR0000505,1331,2025-05-14 13:27:44.900229,33.181,233.29,33.35,0.838,1.429,50.429,Three,OK
MTR0000505,1420,2025-05-03 07:17:04.137878,32.503,231.19,38.68,0.77,6.235,49.622,Three,OK
MTR0000506,317,2025-07-28 05:31:02.513711,41.414,225.47,27.63,0.84,8.532,49.641,Three,OK
MTR0000506,673,2025-02-08 20:27:25.435535,28.792,246.67,24.92,0.761,4.674,50.234,Single,OK
MTR0000506,1610,2025-03-30 20:49:59.966663,14.664,223.71,32.15,0.8,7.285,50.36,Single,OK
MTR0000506,1828,2024-12-15 13:29:08.068891,2.161,239.47,33.66,0.995,9.41,49.981,Three,CHECK
MTR0000507,547,2025-02-28 07:55:44.880749,5.139,211.81,30.95,0.755,4.132,49.716,Single,OK
MTR0000507,2120,2025-07-09 03:56:05.232823,5.841,210.04,25.19,0.983,3.523,50.23,Three,OK
MTR0000508,490,2025-09-27 22:14:17.488465,4.068,240.9,29.12,0.755,2.323,49.935,Single,OK
MTR0000508,1626,2025-11-07 09:25:42.808919,8.125,245.19,29.74,0.823,0.346,50.165,Three,OK
MTR0000509,386,2025-01-26 09:58:41.406046,19.802,242.44,39.9,0.795,7.393,49.99,Single,OK
MTR0000509,431,2025-07-03 07:17:11.038850,37.487,244.0,32.23,0.905,9.897,50.453,Three,OK
MTR0000509,1943,2024-12-15 21:00:57.782326,21.292,233.24,22.51,0.869,1.939,50.17,Three,OK
MTR0000510,239,2024-12-03 10:40:16.636145,21.553,240.54,31.82,0.777,2.199,50.293,Single,OK
MTR0000510,364,2025-05-30 18:13:12.113523,8.191,242.78,25.69,0.992,4.779,50.394,Single,OK
MTR0000511,134,2025-11-15 11:27:34.037452,47.597,240.83,27.05,0.804,4.813,50.266,Three,CHECK
MTR0000511,526,2025-04-18 22:01:51.923744,15.481,217.25,36.57,0.817,5.457,49.905,Three,OK
MTR0000511,800,2025-02-15 12:22:13.759459,47.044,235.03,39.32,0.884,5.759,50.388,Three,OK
MTR0000511,925,2025-11-03 22:50:46.090984,16.083,223.37,30.49,0.8,4.975,50.227,Three,OK
MTR0000511,1858,2024-11-21 07:35:31.305154,27.059,231.68,36.05,0.982,5.868,49.884,Single,OK
MTR0000512,146,2024-12-22 05:51:17.499217,17.591,229.59,39.85,0.797,3.471,50.301,Single,OK
MTR0000512,506,2025-08-04 03:21:43.974805,40.507,247.68,26.43,0.977,0.401,49.773,Three,OK
MTR0000512,657,2025-02-16 13:36:37.969353,10.447,221.65,33.85,0.849,9.509,49.824,Three,OK
MTR0000512,2037,2025-07-29 16:53:43.769616,31.712,213.7,24.47,0.776,0.576,49.644,Three,OK
MTR0000513,127,2025-07-28 09:38:16.695276,6.521,221.09,23.74,0.924,7.581,49.517,Three,OK
MTR0000513,1150,2025-04-18 17:54:57.802274,25.458,216.23,30.45,0.866,8.441,50.31,Single,OK
MTR0000513,2821,2025-09-18 00:15:09.329902,34.507,234.07,33.3,0.795,1.508,49.508,Single,OK
MTR0000514,246,2025-11-16 13:13:31.499442,27.523,222.39,39.23,0.882,2.82,49.764,Three,OK
MTR0000514,603,2025-09-04 15:16:30.675838,5.835,239.89,21.98,0.987,5.245,49.931,Three,OK
MTR0000514,1075,2025-09-13 22:48:38.453221,20.631,213.66,21.7,0.963,9.868,49.715,Single,OK
MTR0000514,2735,2025-09-12 18:31:24.794497,28.467,210.67,36.63,0.908,5.06,49.535,Single,OK
MTR0000514,2762,2024-12-18 07:57:18.726213,12.995,234.74,39.18,0.759,4.145,49.85,Single,OK
MTR0000515,2437,2025-03-25 15:40:13.516686,12.517,219.51,30.03,0.933,2.835,50.2,Single,OK
MTR0000516,309,2025-06-30 15:00:08.880792,16.727,241.45,24.37,0.798,9.277,49.721,Three,OK
MTR0000516,467,2025-02-25 12:33:09.847306,32.503,218.69,22.02,0.919,5.851,50.427,Single,OK
MTR0000516,2094,2025-07-15 15:49:43.680396,36.57,242.53,32.36,0.812,4.802,49.884,Single,OK
MTR0000516,2861,2025-07-07 11:22:13.203402,19.2,210.96,30.3,0.795,9.846,49.574,Three,OK
MTR0000516,2992,2025-03-27 16:33:40.853664,26.082,219.3,38.87,0.994,7.932,50.168,Single,OK
MTR0000517,421,2025-01-26 09:15:46.023036,9.996,243.69,31.63,0.783,3.451,49.958,Single,OK
MTR0000517,2732,2025-01-13 04:47:39.459668,5.229,220.19,30.95,0.823,5.184,50.319,Three,OK
MTR0000517,2749,2025-08-05 10:51:19.288734,48.074,222.63,33.46,0.859,9.034,50.219,Three,OK
MTR0000518,690,2025-11-10 23:52:58.013806,20.356,215.36,27.15,0.764,2.345,50.219,Single,OK
MTR0000518,758,2025-03-30 05:39:59.474153,34.667,239.36,39.14,1.0,2.322,49.66,Three,OK
MTR0000518,1053,2025-09-16 07:27:29.001110,9.993,238.02,27.78,0.792,2.859,50.294,Three,OK
MTR0000518,2457,2025-02-28 02:04:16.965485,29.767,226.4,32.5,0.8,6.293,50.305,Single,OK
MTR0000519,1311,2025-03-19 15:59:57.659267,14.558,225.34,33.37,0.967,7.859,50.104,Single,OK
MTR0000519,1763,2025-06-21 01:30:41.792094,9.047,238.94,28.74,0.868,5.609,49.748,Single,OK
MTR0000519,2282,2025-03-01 03:34:08.758467,26.051,227.12,25.93,0.901,4.538,50.465,Single,CHECK
MTR0000519,2572,2025-03-19 21:26:57.608397,23.555,218.85,20.5,0.96,3.958,50.422,Single,OK
MTR0000520,71,2025-08-24 07:38:24.513210,35.142,233.34,28.06,0.811,7.795,49.725,Single,OK
MTR0000520,1390,2024-11-25 10:13:29.318559,44.273,229.04,37.22,0.826,1.305,50.084,Three,OK
MTR0000521,1776,2025-04-19 14:10:54.878801,43.51,243.7,36.02,0.983,3.797,50.046,Single,OK
MTR0000521,2929,2025-02-16 18:48:18.696265,20.808,241.05,24.76,0.751,4.813,50.127,Three,OK
MTR0000522,548,2025-01-19 16:10:26.424817,17.752,228.13,39.23,0.908,5.789,50.149,Single,OK
MTR0000522,1635,2025-01-18 00:13:33.189973,37.136,226.93,36.87,0.959,0.568,50.428,Single,OK
MTR0000522,2831,2025-10-27 20:24:18.888340,1.03,234.41,33.76,0.851,9.636,49.54,Three,OK
MTR0000523,674,2025-10-18 22:08:16.920146,22.449,222.98,20.9,0.954,8.626,50.147,Three,OK
MTR0000523,1292,2024-12-21 17:05:31.335458,32.828,220.89,31.05,0.975,0.534,49.522,Three,OK
MTR0000523,1557,2025-10-13 15:16:30.487351,44.093,241.3,32.08,0.845,0.334,50.36,Three,OK
MTR0000523,2061,2025-03-20 21:36:10.722321,7.362,215.93,20.61,0.997,8.112,50.247,Three,OK
MTR0000524,156,2025-02-10 02:55:24.193201,26.122,227.14,33.07,0.923,5.66,49.702,Three,OK
MTR0000524,845,2025-03-08 16:03:59.171618,14.433,230.5,39.67,0.879,2.959,49.637,Single,OK
MTR0000524,2481,2025-10-17 09:42:37.491037,32.638,234.01,38.7,0.853,5.417,49.529,Single,OK
MTR0000524,2862,2025-08-26 21:28:46.190351,1.559,247.08,35.05,0.839,8.752,49.847,Single,OK
MTR0000525,1499,2025-03-27 13:55:06.565934,35.505,229.23,20.57,0.817,3.477,50.414,Three,OK
MTR0000525,2967,2025-04-12 22:28:15.327826,24.516,237.63,31.29,0.877,0.959,50.481,Three,OK
MTR0000526,1031,2025-04-03 01:21:36.232047,25.056,210.1,34.47,0.975,0.101,50.134,Single,OK
MTR0000526,1047,2025-08-27 02:15:11.087991,42.641,245.81,26.42,0.923,6.135,49.682,Single,OK
MTR0000526,1937,2024-11-28 18:36:16.475561,45.503,210.94,29.81,0.817,2.706,50.057,Single,OK
MTR0000526,2829,2024-12-12 22:44:16.559091,3.192,226.92,27.2,0.901,9.812,49.711,Single,OK
MTR0000527,2446,2025-10-20 22:28:54.607719,23.714,238.22,31.42,0.98,6.658,49.654,Single,OK
MTR0000528,1789,2025-09-22 00:37:32.137907,8.477,241.42,21.48,0.838,5.27,50.242,Three,OK
MTR0000529,210,2025-02-17 06:51:40.018010,35.128,222.76,20.87,0.75,9.231,50.004,Single,OK
MTR0000529,244,2025-04-02 06:23:10.160529,23.912,237.51,27.5,0.784,1.162,49.83,Three,OK
MTR0000529,831,2025-05-12 12:15:58.988555,40.403,240.75,29.25,0.937,5.477,49.735,Three,OK
MTR0000529,2460,2025-10-04 18:27:33.812409,47.859,241.3,22.02,0.954,1.23,49.974,Single,OK
MTR0000530,283,2025-04-07 00:39:27.193285,25.107,244.72,32.96,0.791,5.777,49.999,Single,OK
MTR0000530,1171,2024-12-21 16:32:59.770378,33.075,212.03,32.73,0.79,0.899,50.262,Three,OK
MTR0000530,1214,2025-04-11 15:54:06.704760,27.049,222.4,30.8,0.962,2.959,49.894,Single,OK
MTR0000530,2665,2025-05-12 08:24:20.608218,11.486,234.99,32.42,0.951,8.273,50.324,Single,OK
MTR0000532,2160,2025-08-24 16:51:31.291622,48.68,210.68,33.95,0.768,5.49,50.027,Three,CHECK
MTR0000532,2499,2025-03-19 02:18:01.110887,30.088,249.72,35.35,0.817,6.107,49.524,Three,OK
MTR0000533,13,2025-06-27 17:44:33.087612,43.393,230.63,22.17,0.904,7.935,49.694,Single,OK
MTR0000533,561,2025-09-19 01:46:07.091174,49.589,249.67,27.92,0.948,3.383,50.23,Three,OK
MTR0000533,726,2025-01-08 19:58:54.753226,37.193,233.75,26.81,0.916,2.644,50.206,Three,OK
MTR0000533,2281,2025-01-09 04:26:46.755230,25.142,238.82,29.37,0.768,7.486,49.982,Single,OK
MTR0000533,2299,2025-01-11 22:30:58.803988,34.299,213.92,31.0,0.845,8.789,49.857,Three,OK
MTR0000533,2517,2025-02-15 22:22:42.478811,42.309,217.7,30.29,0.876,8.009,49.717,Three,OK
MTR0000534,472,2024-12-21 03:13:55.967716,11.048,242.75,37.09,0.901,1.335,50.446,Three,OK
MTR0000534,1511,2025-06-19 21:09:18.914935,8.76,211.08,38.21,0.934,2.364,50.273,Three,OK
MTR0000535,137,2025-09-22 08:51:19.987836,17.679,243.9,27.92,0.858,0.25,49.525,Single,OK
MTR0000535,786,2025-05-11 11:47:06.775539,19.327,248.15,21.39,0.875,9.745,50.228,Single,OK
MTR0000535,1716,2025-09-22 15:10:39.239991,12.338,212.6,25.18,0.961,4.763,50.186,Three,OK
MTR0000535,2644,2025-05-13 12:58:59.172487,35.399,239.75,28.52,0.885,5.406,50.397,Single,OK
MTR0000535,2650,2025-01-20 23:58:44.409158,49.583,210.23,28.71,0.952,4.872,49.897,Single,OK
MTR0000537,222,2025-06-17 11:08:02.235708,6.126,234.2,20.45,0.833,8.806,50.187,Single,OK
MTR0000537,669,2025-10-01 01:43:03.034309,37.453,232.47,21.52,0.75,3.387,49.869,Three,OK
MTR0000537,874,2025-02-23 16:35:08.645019,11.034,225.76,39.47,0.785,3.13,50.432,Single,CHECK
MTR0000537,1637,2025-03-10 20:38:18.225290,22.28,223.93,24.59,0.976,2.944,50.369,Three,OK
MTR0000538,1227,2025-08-11 21:50:48.693555,35.268,213.85,20.41,0.986,8.602,49.901,Single,OK
MTR0000538,2357,2025-08-26 12:50:03.893183,32.092,247.06,27.0,0.774,4.013,50.435,Single,CHECK
MTR0000539,5,2025-03-04 10:44:13.132556,45.224,241.24,33.0,0.814,7.924,49.523,Three,OK
MTR0000539,9,2025-10-11 21:00:57.042608,42.584,235.97,27.43,0.766,1.524,49.721,Single,OK
MTR0000539,1554,2025-11-17 16:09:11.755762,7.542,221.34,28.12,0.923,4.672,49.831,Three,OK
MTR0000539,1592,2025-02-03 12:33:30.585523,4.439,226.98,32.43,0.89,1.017,49.877,Three,OK
MTR0000539,2298,2025-05-29 10:52:09.504371,18.076,238.09,28.99,0.788,1.039,49.565,Single,OK
MTR0000540,155,2025-07-30 11:42:05.111071,45.203,215.94,33.62,0.972,4.624,50.287,Single,CHECK
MTR0000540,1690,2025-05-02 09:47:33.833164,49.251,232.85,32.18,0.789,4.895,49.892,Three,OK
MTR0000540,2192,2025-01-24 02:39:40.470754,42.619,231.29,39.39,0.956,8.596,49.903,Single,OK
MTR0000542,1161,2024-12-05 15:53:46.589654,42.761,240.57,23.88,0.891,7.449,50.277,Single,OK
MTR0000542,1330,2025-10-08 13:21:19.985978,11.247,219.49,26.57,0.854,5.097,49.659,Three,OK
MTR0000542,1467,2025-07-01 20:04:59.946960,41.74,210.87,30.84,0.954,4.13,49.646,Three,OK
MTR0000542,2087,2024-12-15 18:52:29.962096,36.408,215.22,36.32,0.944,2.642,50.314,Three,OK
MTR0000543,157,2025-02-15 21:03:56.610851,46.268,228.28,33.04,0.915,6.173,49.882,Single,OK
MTR0000543,1680,2025-05-09 10:30:53.500521,4.809,237.84,24.81,0.76,6.249,50.493,Single,OK
MTR0000543,2227,2025-02-02 18:38:24.248562,1.27,249.82,27.62,0.936,2.834,50.113,Three,OK
MTR0000544,458,2025-03-09 18:09:10.753087,28.516,245.99,29.2,0.75,5.813,50.095,Single,OK
MTR0000544,783,2025-03-15 08:09:34.378533,25.489,210.88,28.95,0.805,0.485,50.266,Three,OK
